figure_id	Collection	Compartment	OMEROFigurelink	image	Flybase_ID	FlyBase link	Gene	If there is RNA expression, what patterns does the RNA make?_x	If there is protein expression, what patterns does the protein make?_x	Is RNA present in NBs?_x	Is protein present in NBs?_x	Is RNA present in other cells?_x	Is protein present in other cells?_x	General comments_x	If there is RNA expression, what patterns does the RNA make?_y	If there is protein expression, what patterns does the protein make?_y	Is RNA present in NBs?_y	Is protein present in NBs?_y	Is RNA present in other cells?_y	Is protein present in other cells?_y	General comments_y	neural RNAi phenotype	GO molecular function	GO biological process	L3 CNS	3prime UTR length	GO cellular component	FlyAtlas expression
	CPTI001473				FBgn0041605	http://flybase.org/reports/FBgn0041605	cpx																syntaxin binding,neurotransmitter transmembrane transporter activity,SNARE binding	regulation of neurotransmitter secretion,neuromuscular synaptic transmission,negative regulation of neurotransmitter secretion,modulation of chemical synaptic transmission,synaptic vesicle exocytosis,synaptic assembly at neuromuscular junction	72	3103,7043,1143,2776,2017,8785,3980	cytosol,SNARE complex,neuromuscular junction,presynaptic active zone,membrane,terminal bouton,type I terminal bouton	Thoracicoabdominal ganglion,Head,Larval CNS,Brain,Adult eye,Adult fat body
	CPTI000445				FBgn0041604	http://flybase.org/reports/FBgn0041604	dlp																Wnt-protein binding,hedgehog family protein binding	segment polarity determination,compound eye development,regulation of protein localization to membrane,positive regulation of smoothened signaling pathway,positive regulation of Wnt signaling pathway,regulation of imaginal disc growth,positive regulation of fibroblast growth factor receptor signaling pathway,epithelial cell migration,neuromuscular junction development,cell migration,open tracheal system,imaginal disc-derived wing margin morphogenesis,wing disc dorsal/ventral pattern formation,positive regulation of canonical Wnt signaling pathway,axon guidance,segment specification	23	991	perivitelline space,plasma membrane,anchored component of plasma membrane,collagen-containing extracellular matrix,axon,cytoneme,synapse,neuromuscular junction,cell surface,external side of plasma membrane	Head,Larval tubule,Ovary,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI001218				FBgn0041604	http://flybase.org/reports/FBgn0041604	dlp																Wnt-protein binding,hedgehog family protein binding	segment polarity determination,compound eye development,regulation of protein localization to membrane,positive regulation of smoothened signaling pathway,positive regulation of Wnt signaling pathway,regulation of imaginal disc growth,positive regulation of fibroblast growth factor receptor signaling pathway,epithelial cell migration,neuromuscular junction development,cell migration,open tracheal system,imaginal disc-derived wing margin morphogenesis,wing disc dorsal/ventral pattern formation,positive regulation of canonical Wnt signaling pathway,axon guidance,segment specification	23	991	perivitelline space,plasma membrane,anchored component of plasma membrane,collagen-containing extracellular matrix,axon,cytoneme,synapse,neuromuscular junction,cell surface,external side of plasma membrane	Head,Larval tubule,Ovary,Larval trachea,Crop,Larval CNS,Hindgut,Adult eye,Larval midgut,Larvae hindgut
	CPTI000077				FBgn0041210	http://flybase.org/reports/FBgn0041210	HDAC4																SUMO transferase activity,protein deacetylase activity,histone deacetylase activity,transcription factor binding,NAD-independent histone deacetylase activity	insulin receptor signaling pathway,negative regulation of transcription by RNA polymerase II,chromatin organization,cellular response to starvation,histone acetylation,regulation of transcription,long-term memory,positive regulation of DNA-binding transcription factor activity,memory,histone deacetylation,DNA-templated	11	2295,2093,1227	cytosol,nucleus,histone deacetylase complex,cytoplasm	Larval carcass,Virgin spermatheca,Brain,Thoracicoabdominal ganglion,Larvae hindgut,Head,Larval salivary gland,Adult carcass,Adult fat body,Larval trachea,Crop,Adult heart,Larval CNS,Hindgut,Adult eye,S2 cells,Midgut
	CPTI000764				FBgn0040207	http://flybase.org/reports/FBgn0040207	kat80																microtubule binding	microtubule depolymerization,dorsal appendage formation,microtubule severing	15	474	cytosol,katanin complex	Larval CNS,Ovary,Salivary gland
	CPTI001430				FBgn0040207	http://flybase.org/reports/FBgn0040207	kat80																microtubule binding	microtubule depolymerization,dorsal appendage formation,microtubule severing	15	474	cytosol,katanin complex	Larval CNS,Ovary,Salivary gland
	CPTI002762				FBgn0039897	http://flybase.org/reports/FBgn0039897	CG1674																actin binding	positive regulation of actin filament bundle assembly	5	140,441	Z disc,nucleus,actin cytoskeleton	Crop,Larval carcass,Hindgut,Adult carcass,Larvae hindgut
	CPTI002646				FBgn0039882	http://flybase.org/reports/FBgn0039882	CG11576																riboflavin transmembrane transporter activity	riboflavin transport	3	249	cytosol,integral component of plasma membrane	Virgin spermatheca,Mated spermatheca,Brain,Tubule,Crop,Thoracicoabdominal ganglion,Hindgut,Larval midgut,Larval fat body,Midgut
	CPTI002166				FBgn0039737	http://flybase.org/reports/FBgn0039737	CG7920															neuroblast underproliferation,ganglion mother cell shorter lineages,neuroblasts smaller	acetyl-CoA hydrolase activity,acetate CoA-transferase activity	propionate metabolic process,methylcitrate cycle,acetate metabolic process	87	187	cytosol,mitochondrion	Head,Virgin spermatheca,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Tubule,Adult heart,Hindgut,Adult eye
	CPTI002822				FBgn0039696	http://flybase.org/reports/FBgn0039696	CG7837																	regulation of circadian rhythm,anatomical structure morphogenesis	8	145	cytosol	S2 cells,Larval tubule,Ovary
	CPTI000049				FBgn0039581	http://flybase.org/reports/FBgn0039581	Moca-cyp																peptidyl-prolyl cis-trans isomerase activity,cyclosporin A binding	via spliceosome,mRNA splicing,protein folding,protein peptidyl-prolyl isomerization	64	154	catalytic step 2 spliceosome,intracellular membrane-bounded organelle,precatalytic spliceosome,nucleoplasm,nucleus,cytoplasm	Thoracicoabdominal ganglion,Larval CNS,S2 cells,Brain,Ovary
	FTRG808				FBgn0039581	http://flybase.org/reports/FBgn0039581	Moca-cyp																peptidyl-prolyl cis-trans isomerase activity,cyclosporin A binding	via spliceosome,mRNA splicing,protein folding,protein peptidyl-prolyl isomerization	64	154	catalytic step 2 spliceosome,intracellular membrane-bounded organelle,precatalytic spliceosome,nucleoplasm,nucleus,cytoplasm	Thoracicoabdominal ganglion,Larval CNS,S2 cells,Brain,Ovary
	CPTI002772				FBgn0039348	http://flybase.org/reports/FBgn0039348	Npl4															ganglion mother cell shorter lineages	K11-linked polyubiquitin modification-dependent protein binding,ubiquitin binding,protein binding,ubiquitin protein ligase binding	cellular response to virus,negative regulation of smoothened signaling pathway,ubiquitin-dependent protein catabolic process	28	277,237	cytosol,nucleus,nucleoplasm	Adult carcass
	CPTI003678				FBgn0039348	http://flybase.org/reports/FBgn0039348	Npl4															ganglion mother cell shorter lineages	K11-linked polyubiquitin modification-dependent protein binding,ubiquitin binding,protein binding,ubiquitin protein ligase binding	cellular response to virus,negative regulation of smoothened signaling pathway,ubiquitin-dependent protein catabolic process	28	277,237	cytosol,nucleus,nucleoplasm	Adult carcass
	CPTI002443				FBgn0039274	http://flybase.org/reports/FBgn0039274	CG11920																rRNA primary transcript binding,snoRNA binding	rRNA processing	8	55	Mpp10 complex,small-subunit processome,nucleoplasm,nucleolus	Ovary
	CPTI000703				FBgn0038610	http://flybase.org/reports/FBgn0038610	CG7675																NADP-retinol dehydrogenase activity		8	113	cytosol	Larval trachea,Head,Larval carcass,Hindgut,Adult eye,Adult carcass,Larvae hindgut
	CPTI001330				FBgn0038421	http://flybase.org/reports/FBgn0038421	CG17931																molecular_function	biological_process	39	1007,721,402	cytosol	Larval salivary gland,Male accessory glands,Virgin spermatheca,Mated spermatheca,Ovary,Tubule,Salivary gland,Testis,Thoracicoabdominal ganglion,Adult eye,S2 cells
	CPTI002065				FBgn0038421	http://flybase.org/reports/FBgn0038421	CG17931																molecular_function	biological_process	39	1007,721,402	cytosol	Larval salivary gland,Male accessory glands,Virgin spermatheca,Mated spermatheca,Ovary,Tubule,Salivary gland,Testis,Thoracicoabdominal ganglion,Adult eye,S2 cells
	CPTI002873				FBgn0038149	http://flybase.org/reports/FBgn0038149	GILT1																oxidoreductase activity,acting on a sulfur group of donors	positive regulation of defense response to bacterium	76	257	plasma membrane	Larval trachea,Larval salivary gland,Larval carcass,Hindgut,Ovary,Salivary gland,Larvae hindgut
	CPTI000113				FBgn0037963	http://flybase.org/reports/FBgn0037963	Cad87A																calcium ion binding	homophilic cell adhesion via plasma membrane adhesion molecules,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,cell adhesion,cell-cell adhesion mediated by cadherin	10	736	integral component of plasma membrane	Thoracicoabdominal ganglion,Larval CNS,Larval carcass,Virgin spermatheca,Mated spermatheca,Brain,Ovary
	CPTI002202				FBgn0037913	http://flybase.org/reports/FBgn0037913	fabp																fatty acid binding	long-term memory,fatty acid transport	1473	263,1119	cytosol,nucleus,nucleoplasm	Head,Larval salivary gland,Virgin spermatheca,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Larval trachea,Crop,Adult heart,Hindgut,Midgut,Adult eye,Larval midgut,Larval fat body,Larvae hindgut
	CPTI100003				FBgn0037913	http://flybase.org/reports/FBgn0037913	fabp																fatty acid binding	long-term memory,fatty acid transport	1473	263,1119	cytosol,nucleus,nucleoplasm	Head,Larval salivary gland,Virgin spermatheca,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Larval trachea,Crop,Adult heart,Hindgut,Midgut,Adult eye,Larval midgut,Larval fat body,Larvae hindgut
	CPTI002251				FBgn0037807	http://flybase.org/reports/FBgn0037807	CG6293																L-ascorbate:sodium symporter activity,transporter activity	L-ascorbic acid transmembrane transport	0	303,760	plasma membrane	S2 cells,Ovary,Hindgut,Tubule
	CPTI002629				FBgn0037632	http://flybase.org/reports/FBgn0037632	CCT7															neuroblast underproliferation,ganglion mother cell shorter lineages	ATP hydrolysis activity,ATP binding,unfolded protein binding	protein folding	90	215	chaperonin-containing T-complex,cytosol	S2 cells,Larval CNS,Ovary
	CPTI004041				FBgn0037607	http://flybase.org/reports/FBgn0037607	CG8036																thiamine pyrophosphate binding,transketolase activity		200	147	cytosol	Crop,Adult heart,Tubule,Hindgut,Virgin spermatheca,Adult carcass,Adult fat body,Mated spermatheca
	CPTI004196				FBgn0037607	http://flybase.org/reports/FBgn0037607	CG8036																thiamine pyrophosphate binding,transketolase activity		200	147	cytosol	Crop,Adult heart,Tubule,Hindgut,Virgin spermatheca,Adult carcass,Adult fat body,Mated spermatheca
	CPTI003663				FBgn0037529	http://flybase.org/reports/FBgn0037529	mRpS9																structural constituent of ribosome,RNA binding	translation,mitochondrial translation	29	70	small ribosomal subunit,mitochondrion,mitochondrial small ribosomal subunit	Larval carcass,Virgin spermatheca,Larval tubule,Ovary,Thoracicoabdominal ganglion,Head,Larval salivary gland,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Larval trachea,Crop,Tubule,Adult heart,Larval CNS,Hindgut,Adult eye,S2 cells,Larvae hindgut
	CPTI004337				FBgn0037440	http://flybase.org/reports/FBgn0037440	CRAT																carnitine O-acetyltransferase activity	CoA-linked,carnitine metabolic process,fatty acid beta-oxidation	6	211	peroxisome,nucleoplasm	Larval carcass,Male accessory glands,Virgin spermatheca,Larval tubule,Ovary,Midgut,Larval midgut,Larval fat body,Head,Larval salivary gland,Adult carcass,Adult fat body,Mated spermatheca,Salivary gland,Larval trachea,Crop,Tubule,Adult heart,Larval CNS,Hindgut,S2 cells,Larvae hindgut
	CPTI000076				FBgn0037249	http://flybase.org/reports/FBgn0037249	eIF3a																mRNA binding,translation initiation factor activity	regulation of translational initiation,translational initiation,formation of cytoplasmic translation initiation complex,translation reinitiation	145	202,321	cytosol,eIF3e,eIF3m,eukaryotic translation initiation factor 3 complex,multi-eIF complex	Larval salivary gland,Larval carcass,Male accessory glands,Virgin spermatheca,Mated spermatheca,Larval tubule,Adult fat body,Ovary,Larval trachea,Salivary gland,Tubule,Larval CNS,Adult eye,S2 cells,Larvae hindgut
	CPTI003074				FBgn0037248	http://flybase.org/reports/FBgn0037248	srl																nuclear receptor coactivator activity,mRNA binding,nucleic acid binding,ubiquitin protein ligase binding,transcription factor binding	response to oxidative stress,lipid metabolic process,negative regulation of insulin receptor signaling pathway,positive regulation of cell growth,positive regulation of oxidative phosphorylation,tissue homeostasis,positive regulation of transcription by RNA polymerase II,cellular response to insulin stimulus,positive regulation of DNA-binding transcription factor activity,energy homeostasis,neuron cellular homeostasis	14	577,982	cytosol,nucleus,nuclear speck	Larval CNS,Ovary
	CPTI000765				FBgn0037073	http://flybase.org/reports/FBgn0037073	Tsr1															ganglion mother cell shorter lineages,neuroblasts smaller	U3 snoRNA binding,GTP binding,GTPase activity	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA,5.8S rRNA,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA,LSU-rRNA)	13	291	preribosome,small subunit precursor,nucleolus	Crop,Ovary,Male accessory glands,Midgut
	CPTI003660				FBgn0037057	http://flybase.org/reports/FBgn0037057	CG10512																oxidoreductase activity		4	498		Larval carcass,Virgin spermatheca,Larval tubule,Testis,Thoracicoabdominal ganglion,Larval midgut,Larval fat body,Head,Larval salivary gland,Adult carcass,Adult fat body,Mated spermatheca,Tubule,Larval trachea,Crop,Adult heart,Larval CNS,Hindgut,S2 cells,Larvae hindgut
